id;created_at;Proteina;TipoCocionProteina;Complemento;Descripcion
432;2025-08-24;Cerdo;Costillita Orientales; con Arroz con lentejas y Ensalada de repollo con zanahoria;Cerdo Costillita Orientales  con Arroz con lentejas y Ensalada de repollo con zanahoria
433;2025-08-24;Cerdo;Costillita Orientales; con Arroz con lentejas y Tajadas;Cerdo Costillita Orientales  con Arroz con lentejas y Tajadas
434;2025-08-24;Cerdo;Costillita Orientales; con Arroz con lentejas;Cerdo Costillita Orientales  con Arroz con lentejas
435;2025-08-24;Cerdo;Costillita Orientales; con Arroz verde y Ensalada de papa;Cerdo Costillita Orientales  con Arroz verde y Ensalada de papa
436;2025-08-24;Cerdo;Costillita Orientales; con Arroz verde y Ensalada de repollo con zanahoria;Cerdo Costillita Orientales  con Arroz verde y Ensalada de repollo con zanahoria
437;2025-08-24;Cerdo;Costillita Orientales; con Arroz verde y Tajadas;Cerdo Costillita Orientales  con Arroz verde y Tajadas
438;2025-08-24;Cerdo;Costillita Orientales; con Arroz verde;Cerdo Costillita Orientales  con Arroz verde
439;2025-08-24;Cerdo;Costillita Orientales; con Puré de papas y Ensalada de papa;Cerdo Costillita Orientales  con Puré de papas y Ensalada de papa
440;2025-08-24;Cerdo;Costillita Orientales; con Puré de papas y Tajadas;Cerdo Costillita Orientales  con Puré de papas y Tajadas
441;2025-08-24;Cerdo;Costillita Orientales; con Puré de papas;Cerdo Costillita Orientales  con Puré de papas
442;2025-08-24;Cerdo;Costillita Orientales; con Papas fritas y Ensalada de papa;Cerdo Costillita Orientales  con Papas fritas y Ensalada de papa
443;2025-08-24;Cerdo;Costillita Orientales; con Papas fritas y Ensalada de repollo con zanahoria;Cerdo Costillita Orientales  con Papas fritas y Ensalada de repollo con zanahoria
444;2025-08-24;Cerdo;Costillita Orientales; con Papas fritas y Tajadas;Cerdo Costillita Orientales  con Papas fritas y Tajadas
445;2025-08-24;Cerdo;Costillita Orientales; con Papas fritas;Cerdo Costillita Orientales  con Papas fritas
446;2025-08-24;Cerdo;Costillita Orientales; con Papas asadas y Ensalada de papa;Cerdo Costillita Orientales  con Papas asadas y Ensalada de papa
447;2025-08-24;Cerdo;Costillita Orientales; con Papas asadas y Ensalada de repollo con zanahoria;Cerdo Costillita Orientales  con Papas asadas y Ensalada de repollo con zanahoria
448;2025-08-24;Cerdo;Costillita Orientales; con Papas asadas y Tajadas;Cerdo Costillita Orientales  con Papas asadas y Tajadas
449;2025-08-24;Cerdo;Costillita Orientales; con Papas asadas;Cerdo Costillita Orientales  con Papas asadas
450;2025-08-24;Cerdo;Costillita Orientales; con Patacones y Ensalada de papa;Cerdo Costillita Orientales  con Patacones y Ensalada de papa
451;2025-08-24;Cerdo;Costillita Orientales; con Patacones y Ensalada de repollo con zanahoria;Cerdo Costillita Orientales  con Patacones y Ensalada de repollo con zanahoria
452;2025-08-24;Cerdo;Costillita Orientales; con Patacones y Tajadas;Cerdo Costillita Orientales  con Patacones y Tajadas
453;2025-08-24;Cerdo;Costillita Orientales; con Patacones;Cerdo Costillita Orientales  con Patacones
454;2025-08-24;Cerdo;Chuletas Frita; con Arroz blanco y Ensalada de papa;Cerdo Chuletas Frita  con Arroz blanco y Ensalada de papa
455;2025-08-24;Cerdo;Chuletas Frita; con Arroz blanco y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Arroz blanco y Ensalada de repollo con zanahoria
456;2025-08-24;Cerdo;Chuletas Frita; con Arroz blanco y Tajadas;Cerdo Chuletas Frita  con Arroz blanco y Tajadas
457;2025-08-24;Cerdo;Chuletas Frita; con Arroz blanco;Cerdo Chuletas Frita  con Arroz blanco
458;2025-08-24;Cerdo;Chuletas Frita; con Arroz con maíz y Ensalada de papa;Cerdo Chuletas Frita  con Arroz con maíz y Ensalada de papa
459;2025-08-24;Cerdo;Chuletas Frita; con Arroz con maíz y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Arroz con maíz y Ensalada de repollo con zanahoria
460;2025-08-24;Cerdo;Chuletas Frita; con Arroz con maíz y Tajadas;Cerdo Chuletas Frita  con Arroz con maíz y Tajadas
461;2025-08-24;Cerdo;Chuletas Frita; con Arroz con maíz;Cerdo Chuletas Frita  con Arroz con maíz
462;2025-08-24;Cerdo;Chuletas Frita; con Arroz con guandú y Ensalada de papa;Cerdo Chuletas Frita  con Arroz con guandú y Ensalada de papa
463;2025-08-24;Cerdo;Chuletas Frita; con Arroz con guandú y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Arroz con guandú y Ensalada de repollo con zanahoria
464;2025-08-24;Cerdo;Chuletas Frita; con Arroz con guandú y Tajadas;Cerdo Chuletas Frita  con Arroz con guandú y Tajadas
465;2025-08-24;Cerdo;Chuletas Frita; con Arroz con guandú;Cerdo Chuletas Frita  con Arroz con guandú
466;2025-08-24;Cerdo;Chuletas Frita; con Arroz con lentejas y Ensalada de papa;Cerdo Chuletas Frita  con Arroz con lentejas y Ensalada de papa
467;2025-08-24;Cerdo;Chuletas Frita; con Arroz con lentejas y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Arroz con lentejas y Ensalada de repollo con zanahoria
468;2025-08-24;Cerdo;Chuletas Frita; con Arroz con lentejas y Tajadas;Cerdo Chuletas Frita  con Arroz con lentejas y Tajadas
469;2025-08-24;Cerdo;Chuletas Frita; con Arroz con lentejas;Cerdo Chuletas Frita  con Arroz con lentejas
470;2025-08-24;Cerdo;Chuletas Frita; con Arroz verde y Ensalada de papa;Cerdo Chuletas Frita  con Arroz verde y Ensalada de papa
471;2025-08-24;Cerdo;Chuletas Frita; con Arroz verde y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Arroz verde y Ensalada de repollo con zanahoria
472;2025-08-24;Cerdo;Chuletas Frita; con Arroz verde y Tajadas;Cerdo Chuletas Frita  con Arroz verde y Tajadas
473;2025-08-24;Cerdo;Chuletas Frita; con Arroz verde;Cerdo Chuletas Frita  con Arroz verde
474;2025-08-24;Cerdo;Chuletas Frita; con Puré de papas y Ensalada de papa;Cerdo Chuletas Frita  con Puré de papas y Ensalada de papa
475;2025-08-24;Cerdo;Chuletas Frita; con Puré de papas y Tajadas;Cerdo Chuletas Frita  con Puré de papas y Tajadas
476;2025-08-24;Cerdo;Chuletas Frita; con Puré de papas;Cerdo Chuletas Frita  con Puré de papas
477;2025-08-24;Cerdo;Chuletas Frita; con Papas fritas y Ensalada de papa;Cerdo Chuletas Frita  con Papas fritas y Ensalada de papa
478;2025-08-24;Cerdo;Chuletas Frita; con Papas fritas y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Papas fritas y Ensalada de repollo con zanahoria
479;2025-08-24;Cerdo;Chuletas Frita; con Papas fritas y Tajadas;Cerdo Chuletas Frita  con Papas fritas y Tajadas
480;2025-08-24;Cerdo;Chuletas Frita; con Papas fritas;Cerdo Chuletas Frita  con Papas fritas
481;2025-08-24;Cerdo;Chuletas Frita; con Papas asadas y Ensalada de papa;Cerdo Chuletas Frita  con Papas asadas y Ensalada de papa
482;2025-08-24;Cerdo;Chuletas Frita; con Papas asadas y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Papas asadas y Ensalada de repollo con zanahoria
483;2025-08-24;Cerdo;Chuletas Frita; con Papas asadas y Tajadas;Cerdo Chuletas Frita  con Papas asadas y Tajadas
484;2025-08-24;Cerdo;Chuletas Frita; con Papas asadas;Cerdo Chuletas Frita  con Papas asadas
485;2025-08-24;Cerdo;Chuletas Frita; con Patacones y Ensalada de papa;Cerdo Chuletas Frita  con Patacones y Ensalada de papa
486;2025-08-24;Cerdo;Chuletas Frita; con Patacones y Ensalada de repollo con zanahoria;Cerdo Chuletas Frita  con Patacones y Ensalada de repollo con zanahoria
487;2025-08-24;Cerdo;Chuletas Frita; con Patacones y Tajadas;Cerdo Chuletas Frita  con Patacones y Tajadas
488;2025-08-24;Cerdo;Chuletas Frita; con Patacones;Cerdo Chuletas Frita  con Patacones
489;2025-08-24;Carne de Res;Bistec Picado; con Arroz blanco y Ensalada de papa;Carne de Res Bistec Picado  con Arroz blanco y Ensalada de papa
490;2025-08-24;Carne de Res;Bistec Picado; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Arroz blanco y Ensalada de repollo con zanahoria
491;2025-08-24;Carne de Res;Bistec Picado; con Arroz blanco y Tajadas;Carne de Res Bistec Picado  con Arroz blanco y Tajadas
492;2025-08-24;Carne de Res;Bistec Picado; con Arroz blanco;Carne de Res Bistec Picado  con Arroz blanco
493;2025-08-24;Carne de Res;Bistec Picado; con Arroz con maíz y Ensalada de papa;Carne de Res Bistec Picado  con Arroz con maíz y Ensalada de papa
494;2025-08-24;Carne de Res;Bistec Picado; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Arroz con maíz y Ensalada de repollo con zanahoria
495;2025-08-24;Carne de Res;Bistec Picado; con Arroz con maíz y Tajadas;Carne de Res Bistec Picado  con Arroz con maíz y Tajadas
496;2025-08-24;Carne de Res;Bistec Picado; con Arroz con maíz;Carne de Res Bistec Picado  con Arroz con maíz
497;2025-08-24;Carne de Res;Bistec Picado; con Arroz con guandú y Ensalada de papa;Carne de Res Bistec Picado  con Arroz con guandú y Ensalada de papa
498;2025-08-24;Carne de Res;Bistec Picado; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Arroz con guandú y Ensalada de repollo con zanahoria
499;2025-08-24;Carne de Res;Bistec Picado; con Arroz con guandú y Tajadas;Carne de Res Bistec Picado  con Arroz con guandú y Tajadas
500;2025-08-24;Carne de Res;Bistec Picado; con Arroz con guandú;Carne de Res Bistec Picado  con Arroz con guandú
501;2025-08-24;Carne de Res;Bistec Picado; con Arroz con lentejas y Ensalada de papa;Carne de Res Bistec Picado  con Arroz con lentejas y Ensalada de papa
502;2025-08-24;Carne de Res;Bistec Picado; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Arroz con lentejas y Ensalada de repollo con zanahoria
503;2025-08-24;Carne de Res;Bistec Picado; con Arroz con lentejas y Tajadas;Carne de Res Bistec Picado  con Arroz con lentejas y Tajadas
504;2025-08-24;Carne de Res;Bistec Picado; con Arroz con lentejas;Carne de Res Bistec Picado  con Arroz con lentejas
505;2025-08-24;Carne de Res;Bistec Picado; con Arroz verde y Ensalada de papa;Carne de Res Bistec Picado  con Arroz verde y Ensalada de papa
506;2025-08-24;Carne de Res;Bistec Picado; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Arroz verde y Ensalada de repollo con zanahoria
507;2025-08-24;Carne de Res;Bistec Picado; con Arroz verde y Tajadas;Carne de Res Bistec Picado  con Arroz verde y Tajadas
508;2025-08-24;Carne de Res;Bistec Picado; con Arroz verde;Carne de Res Bistec Picado  con Arroz verde
509;2025-08-24;Carne de Res;Bistec Picado; con Puré de papas y Ensalada de papa;Carne de Res Bistec Picado  con Puré de papas y Ensalada de papa
510;2025-08-24;Carne de Res;Bistec Picado; con Puré de papas y Tajadas;Carne de Res Bistec Picado  con Puré de papas y Tajadas
511;2025-08-24;Carne de Res;Bistec Picado; con Puré de papas;Carne de Res Bistec Picado  con Puré de papas
512;2025-08-24;Carne de Res;Bistec Picado; con Papas fritas y Ensalada de papa;Carne de Res Bistec Picado  con Papas fritas y Ensalada de papa
513;2025-08-24;Carne de Res;Bistec Picado; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Papas fritas y Ensalada de repollo con zanahoria
514;2025-08-24;Carne de Res;Bistec Picado; con Papas fritas y Tajadas;Carne de Res Bistec Picado  con Papas fritas y Tajadas
515;2025-08-24;Carne de Res;Bistec Picado; con Papas fritas;Carne de Res Bistec Picado  con Papas fritas
516;2025-08-24;Carne de Res;Bistec Picado; con Papas asadas y Ensalada de papa;Carne de Res Bistec Picado  con Papas asadas y Ensalada de papa
517;2025-08-24;Carne de Res;Bistec Picado; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Papas asadas y Ensalada de repollo con zanahoria
518;2025-08-24;Carne de Res;Bistec Picado; con Papas asadas y Tajadas;Carne de Res Bistec Picado  con Papas asadas y Tajadas
519;2025-08-24;Carne de Res;Bistec Picado; con Papas asadas;Carne de Res Bistec Picado  con Papas asadas
520;2025-08-24;Carne de Res;Bistec Picado; con Patacones y Ensalada de papa;Carne de Res Bistec Picado  con Patacones y Ensalada de papa
521;2025-08-24;Carne de Res;Bistec Picado; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Bistec Picado  con Patacones y Ensalada de repollo con zanahoria
522;2025-08-24;Carne de Res;Bistec Picado; con Patacones y Tajadas;Carne de Res Bistec Picado  con Patacones y Tajadas
523;2025-08-24;Carne de Res;Bistec Picado; con Patacones;Carne de Res Bistec Picado  con Patacones
524;2025-08-24;Carne de Res;Filete de Res; con Arroz blanco y Ensalada de papa;Carne de Res Filete de Res  con Arroz blanco y Ensalada de papa
525;2025-08-24;Carne de Res;Filete de Res; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Arroz blanco y Ensalada de repollo con zanahoria
526;2025-08-24;Carne de Res;Filete de Res; con Arroz blanco y Tajadas;Carne de Res Filete de Res  con Arroz blanco y Tajadas
527;2025-08-24;Carne de Res;Filete de Res; con Arroz blanco;Carne de Res Filete de Res  con Arroz blanco
528;2025-08-24;Carne de Res;Filete de Res; con Arroz con maíz y Ensalada de papa;Carne de Res Filete de Res  con Arroz con maíz y Ensalada de papa
529;2025-08-24;Carne de Res;Filete de Res; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Arroz con maíz y Ensalada de repollo con zanahoria
530;2025-08-24;Carne de Res;Filete de Res; con Arroz con maíz y Tajadas;Carne de Res Filete de Res  con Arroz con maíz y Tajadas
531;2025-08-24;Carne de Res;Filete de Res; con Arroz con maíz;Carne de Res Filete de Res  con Arroz con maíz
532;2025-08-24;Carne de Res;Filete de Res; con Arroz con guandú y Ensalada de papa;Carne de Res Filete de Res  con Arroz con guandú y Ensalada de papa
533;2025-08-24;Carne de Res;Filete de Res; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Arroz con guandú y Ensalada de repollo con zanahoria
534;2025-08-24;Carne de Res;Filete de Res; con Arroz con guandú y Tajadas;Carne de Res Filete de Res  con Arroz con guandú y Tajadas
535;2025-08-24;Carne de Res;Filete de Res; con Arroz con guandú;Carne de Res Filete de Res  con Arroz con guandú
536;2025-08-24;Carne de Res;Filete de Res; con Arroz con lentejas y Ensalada de papa;Carne de Res Filete de Res  con Arroz con lentejas y Ensalada de papa
537;2025-08-24;Carne de Res;Filete de Res; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Arroz con lentejas y Ensalada de repollo con zanahoria
538;2025-08-24;Carne de Res;Filete de Res; con Arroz con lentejas y Tajadas;Carne de Res Filete de Res  con Arroz con lentejas y Tajadas
539;2025-08-24;Carne de Res;Filete de Res; con Arroz con lentejas;Carne de Res Filete de Res  con Arroz con lentejas
540;2025-08-24;Carne de Res;Filete de Res; con Arroz verde y Ensalada de papa;Carne de Res Filete de Res  con Arroz verde y Ensalada de papa
541;2025-08-24;Carne de Res;Filete de Res; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Arroz verde y Ensalada de repollo con zanahoria
542;2025-08-24;Carne de Res;Filete de Res; con Arroz verde y Tajadas;Carne de Res Filete de Res  con Arroz verde y Tajadas
543;2025-08-24;Carne de Res;Filete de Res; con Arroz verde;Carne de Res Filete de Res  con Arroz verde
544;2025-08-24;Carne de Res;Filete de Res; con Puré de papas y Ensalada de papa;Carne de Res Filete de Res  con Puré de papas y Ensalada de papa
545;2025-08-24;Carne de Res;Filete de Res; con Puré de papas y Tajadas;Carne de Res Filete de Res  con Puré de papas y Tajadas
546;2025-08-24;Carne de Res;Filete de Res; con Puré de papas;Carne de Res Filete de Res  con Puré de papas
547;2025-08-24;Carne de Res;Filete de Res; con Papas fritas y Ensalada de papa;Carne de Res Filete de Res  con Papas fritas y Ensalada de papa
548;2025-08-24;Carne de Res;Filete de Res; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Papas fritas y Ensalada de repollo con zanahoria
549;2025-08-24;Carne de Res;Filete de Res; con Papas fritas y Tajadas;Carne de Res Filete de Res  con Papas fritas y Tajadas
550;2025-08-24;Carne de Res;Filete de Res; con Papas fritas;Carne de Res Filete de Res  con Papas fritas
551;2025-08-24;Carne de Res;Filete de Res; con Papas asadas y Ensalada de papa;Carne de Res Filete de Res  con Papas asadas y Ensalada de papa
552;2025-08-24;Carne de Res;Filete de Res; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Papas asadas y Ensalada de repollo con zanahoria
553;2025-08-24;Carne de Res;Filete de Res; con Papas asadas y Tajadas;Carne de Res Filete de Res  con Papas asadas y Tajadas
554;2025-08-24;Carne de Res;Filete de Res; con Papas asadas;Carne de Res Filete de Res  con Papas asadas
555;2025-08-24;Carne de Res;Filete de Res; con Patacones y Ensalada de papa;Carne de Res Filete de Res  con Patacones y Ensalada de papa
556;2025-08-24;Carne de Res;Filete de Res; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Filete de Res  con Patacones y Ensalada de repollo con zanahoria
557;2025-08-24;Carne de Res;Filete de Res; con Patacones y Tajadas;Carne de Res Filete de Res  con Patacones y Tajadas
558;2025-08-24;Carne de Res;Filete de Res; con Patacones;Carne de Res Filete de Res  con Patacones
559;2025-08-24;Carne de Res;Estofado; con Arroz blanco y Ensalada de papa;Carne de Res Estofado  con Arroz blanco y Ensalada de papa
560;2025-08-24;Carne de Res;Estofado; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Arroz blanco y Ensalada de repollo con zanahoria
561;2025-08-24;Carne de Res;Estofado; con Arroz blanco y Tajadas;Carne de Res Estofado  con Arroz blanco y Tajadas
562;2025-08-24;Carne de Res;Estofado; con Arroz blanco;Carne de Res Estofado  con Arroz blanco
563;2025-08-24;Carne de Res;Estofado; con Arroz con maíz y Ensalada de papa;Carne de Res Estofado  con Arroz con maíz y Ensalada de papa
564;2025-08-24;Carne de Res;Estofado; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Arroz con maíz y Ensalada de repollo con zanahoria
565;2025-08-24;Carne de Res;Estofado; con Arroz con maíz y Tajadas;Carne de Res Estofado  con Arroz con maíz y Tajadas
566;2025-08-24;Carne de Res;Estofado; con Arroz con maíz;Carne de Res Estofado  con Arroz con maíz
567;2025-08-24;Carne de Res;Estofado; con Arroz con guandú y Ensalada de papa;Carne de Res Estofado  con Arroz con guandú y Ensalada de papa
568;2025-08-24;Carne de Res;Estofado; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Arroz con guandú y Ensalada de repollo con zanahoria
569;2025-08-24;Carne de Res;Estofado; con Arroz con guandú y Tajadas;Carne de Res Estofado  con Arroz con guandú y Tajadas
570;2025-08-24;Carne de Res;Estofado; con Arroz con guandú;Carne de Res Estofado  con Arroz con guandú
571;2025-08-24;Carne de Res;Estofado; con Arroz con lentejas y Ensalada de papa;Carne de Res Estofado  con Arroz con lentejas y Ensalada de papa
572;2025-08-24;Carne de Res;Estofado; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Arroz con lentejas y Ensalada de repollo con zanahoria
573;2025-08-24;Carne de Res;Estofado; con Arroz con lentejas y Tajadas;Carne de Res Estofado  con Arroz con lentejas y Tajadas
574;2025-08-24;Carne de Res;Estofado; con Arroz con lentejas;Carne de Res Estofado  con Arroz con lentejas
575;2025-08-24;Carne de Res;Estofado; con Arroz verde y Ensalada de papa;Carne de Res Estofado  con Arroz verde y Ensalada de papa
576;2025-08-24;Carne de Res;Estofado; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Arroz verde y Ensalada de repollo con zanahoria
577;2025-08-24;Carne de Res;Estofado; con Arroz verde y Tajadas;Carne de Res Estofado  con Arroz verde y Tajadas
578;2025-08-24;Carne de Res;Estofado; con Arroz verde;Carne de Res Estofado  con Arroz verde
579;2025-08-24;Carne de Res;Estofado; con Puré de papas y Ensalada de papa;Carne de Res Estofado  con Puré de papas y Ensalada de papa
580;2025-08-24;Carne de Res;Estofado; con Puré de papas y Tajadas;Carne de Res Estofado  con Puré de papas y Tajadas
581;2025-08-24;Carne de Res;Estofado; con Puré de papas;Carne de Res Estofado  con Puré de papas
582;2025-08-24;Carne de Res;Estofado; con Papas fritas y Ensalada de papa;Carne de Res Estofado  con Papas fritas y Ensalada de papa
583;2025-08-24;Carne de Res;Estofado; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Papas fritas y Ensalada de repollo con zanahoria
584;2025-08-24;Carne de Res;Estofado; con Papas fritas y Tajadas;Carne de Res Estofado  con Papas fritas y Tajadas
585;2025-08-24;Carne de Res;Estofado; con Papas fritas;Carne de Res Estofado  con Papas fritas
586;2025-08-24;Carne de Res;Estofado; con Papas asadas y Ensalada de papa;Carne de Res Estofado  con Papas asadas y Ensalada de papa
587;2025-08-24;Carne de Res;Estofado; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Papas asadas y Ensalada de repollo con zanahoria
588;2025-08-24;Carne de Res;Estofado; con Papas asadas y Tajadas;Carne de Res Estofado  con Papas asadas y Tajadas
589;2025-08-24;Carne de Res;Estofado; con Papas asadas;Carne de Res Estofado  con Papas asadas
590;2025-08-24;Carne de Res;Estofado; con Patacones y Ensalada de papa;Carne de Res Estofado  con Patacones y Ensalada de papa
591;2025-08-24;Carne de Res;Estofado; con Patacones y Ensalada de repollo con zanahoria;Carne de Res Estofado  con Patacones y Ensalada de repollo con zanahoria
592;2025-08-24;Carne de Res;Estofado; con Patacones y Tajadas;Carne de Res Estofado  con Patacones y Tajadas
593;2025-08-24;Carne de Res;Estofado; con Patacones;Carne de Res Estofado  con Patacones
594;2025-08-24;Carne de Res;Ropa Vieja; con Arroz blanco y Ensalada de papa;Carne de Res Ropa Vieja  con Arroz blanco y Ensalada de papa
595;2025-08-24;Carne de Res;Ropa Vieja; con Arroz blanco y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Arroz blanco y Ensalada de repollo con zanahoria
596;2025-08-24;Carne de Res;Ropa Vieja; con Arroz blanco y Tajadas;Carne de Res Ropa Vieja  con Arroz blanco y Tajadas
597;2025-08-24;Carne de Res;Ropa Vieja; con Arroz blanco y Pico de gallo;Carne de Res Ropa Vieja  con Arroz blanco y Pico de gallo
598;2025-08-24;Carne de Res;Ropa Vieja; con Arroz blanco;Carne de Res Ropa Vieja  con Arroz blanco
599;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con maíz y Ensalada de papa;Carne de Res Ropa Vieja  con Arroz con maíz y Ensalada de papa
600;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con maíz y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Arroz con maíz y Ensalada de repollo con zanahoria
601;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con maíz y Tajadas;Carne de Res Ropa Vieja  con Arroz con maíz y Tajadas
602;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con maíz y Pico de gallo;Carne de Res Ropa Vieja  con Arroz con maíz y Pico de gallo
603;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con maíz;Carne de Res Ropa Vieja  con Arroz con maíz
604;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con guandú y Ensalada de papa;Carne de Res Ropa Vieja  con Arroz con guandú y Ensalada de papa
605;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con guandú y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Arroz con guandú y Ensalada de repollo con zanahoria
606;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con guandú y Tajadas;Carne de Res Ropa Vieja  con Arroz con guandú y Tajadas
607;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con guandú y Pico de gallo;Carne de Res Ropa Vieja  con Arroz con guandú y Pico de gallo
608;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con guandú;Carne de Res Ropa Vieja  con Arroz con guandú
609;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con lentejas y Ensalada de papa;Carne de Res Ropa Vieja  con Arroz con lentejas y Ensalada de papa
610;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con lentejas y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Arroz con lentejas y Ensalada de repollo con zanahoria
611;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con lentejas y Tajadas;Carne de Res Ropa Vieja  con Arroz con lentejas y Tajadas
612;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con lentejas y Pico de gallo;Carne de Res Ropa Vieja  con Arroz con lentejas y Pico de gallo
613;2025-08-24;Carne de Res;Ropa Vieja; con Arroz con lentejas;Carne de Res Ropa Vieja  con Arroz con lentejas
614;2025-08-24;Carne de Res;Ropa Vieja; con Arroz verde y Ensalada de papa;Carne de Res Ropa Vieja  con Arroz verde y Ensalada de papa
615;2025-08-24;Carne de Res;Ropa Vieja; con Arroz verde y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Arroz verde y Ensalada de repollo con zanahoria
616;2025-08-24;Carne de Res;Ropa Vieja; con Arroz verde y Tajadas;Carne de Res Ropa Vieja  con Arroz verde y Tajadas
617;2025-08-24;Carne de Res;Ropa Vieja; con Arroz verde y Pico de gallo;Carne de Res Ropa Vieja  con Arroz verde y Pico de gallo
618;2025-08-24;Carne de Res;Ropa Vieja; con Arroz verde;Carne de Res Ropa Vieja  con Arroz verde
619;2025-08-24;Carne de Res;Ropa Vieja; con Puré de papas y Ensalada de papa;Carne de Res Ropa Vieja  con Puré de papas y Ensalada de papa
620;2025-08-24;Carne de Res;Ropa Vieja; con Puré de papas y Tajadas;Carne de Res Ropa Vieja  con Puré de papas y Tajadas
621;2025-08-24;Carne de Res;Ropa Vieja; con Puré de papas y Pico de gallo;Carne de Res Ropa Vieja  con Puré de papas y Pico de gallo
622;2025-08-24;Carne de Res;Ropa Vieja; con Puré de papas;Carne de Res Ropa Vieja  con Puré de papas
623;2025-08-24;Carne de Res;Ropa Vieja; con Papas fritas y Ensalada de papa;Carne de Res Ropa Vieja  con Papas fritas y Ensalada de papa
624;2025-08-24;Carne de Res;Ropa Vieja; con Papas fritas y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Papas fritas y Ensalada de repollo con zanahoria
625;2025-08-24;Carne de Res;Ropa Vieja; con Papas fritas y Tajadas;Carne de Res Ropa Vieja  con Papas fritas y Tajadas
626;2025-08-24;Carne de Res;Ropa Vieja; con Papas fritas y Pico de gallo;Carne de Res Ropa Vieja  con Papas fritas y Pico de gallo
627;2025-08-24;Carne de Res;Ropa Vieja; con Papas fritas;Carne de Res Ropa Vieja  con Papas fritas
628;2025-08-24;Carne de Res;Ropa Vieja; con Papas asadas y Ensalada de papa;Carne de Res Ropa Vieja  con Papas asadas y Ensalada de papa
629;2025-08-24;Carne de Res;Ropa Vieja; con Papas asadas y Ensalada de repollo con zanahoria;Carne de Res Ropa Vieja  con Papas asadas y Ensalada de repollo con zanahoria
630;2025-08-24;Carne de Res;Ropa Vieja; con Papas asadas y Tajadas;Carne de Res Ropa Vieja  con Papas asadas y Tajadas
631;2025-08-24;Carne de Res;Ropa Vieja; con Papas asadas y Pico de gallo;Carne de Res Ropa Vieja  con Papas asadas y Pico de gallo
632;2025-08-24;Carne de Res;Ropa Vieja; con Papas asadas;Carne de Res Ropa Vieja  con Papas asadas
